41.900002,-87.634333	
41.900009,-87.716466	
41.900015,-87.720124	
41.900018,-87.623427	
41.900019,-87.715246	
41.900019,-87.715246	
41.900019,-87.715246	
41.900021,-87.738538	
41.900024,-87.623059	
41.900024,-87.623125	
41.900038,-87.717685	
41.90004 ,-87.723783
41.90004 ,-87.723783
41.900051,-87.720124	
41.900051,-87.720124	
41.90006 ,-87.721344
41.900062,-87.620884	
41.900066,-87.631338	
41.900067,-87.714026	
41.90008 ,-87.718904
41.900092,-87.733612	
41.900099,-87.662516	
41.90011 ,-87.662516
41.900123,-87.698062	
41.900139,-87.656653	
41.900153,-87.698062	
41.900156,-87.731150	
41.900156,-87.731150	
41.900181,-87.627241	
41.90019 ,-87.628299
41.900192,-87.627249	
41.900203,-87.773510	
41.900205,-87.773418	
41.900214,-87.627259	
41.90023 ,-87.693153
41.90025 ,-87.627274
41.900254,-87.690641	
41.900257,-87.690516	
41.900279,-87.688201	
41.900304,-87.674731	
41.900311,-87.765986	
41.900313,-87.685373	
41.900349,-87.762522	
41.900355,-87.762011	
41.900356,-87.761743	
41.900357,-87.683029	
41.900363,-87.631346	
41.900384,-87.668629	
41.900398,-87.624190	
41.900425,-87.642468	
41.900425,-87.642468	
41.900425,-87.642468	
41.900425,-87.642468	
41.900437,-87.753823	
41.900441,-87.753587	
41.90045 ,-87.752504
41.90045 ,-87.752504
41.900457,-87.751751	
41.90046 ,-87.711562
41.900461,-87.751512	
41.900464,-87.640253	
41.900506,-87.699285	
41.900508,-87.637163	
41.900528,-87.644046	
41.900546,-87.631722	
41.900546,-87.674740	
41.900554,-87.619215	
41.900558,-87.686964	
41.900564,-87.630569	
41.900564,-87.630569	
41.900569,-87.662129	
41.900588,-87.628706	
41.900624,-87.662217	
41.900629,-87.657464	
41.90063 ,-87.628313
41.900643,-87.738918	
41.900657,-87.691897	
41.900666,-87.737361	
41.900667,-87.619640	
41.90067 ,-87.737162
41.900677,-87.663664	
41.900679,-87.663546	
41.900698,-87.637330	
41.900705,-87.734925	
41.900719,-87.775320	
41.900743,-87.774111	
41.900753,-87.627801	
41.900753,-87.627801	
41.900753,-87.627801	
41.900753,-87.627801	
41.900753,-87.627801	
41.900753,-87.627801	
41.900753,-87.627801	
41.900755,-87.731887	
41.900769,-87.626945	
41.900771,-87.626827	
41.900775,-87.626552	
41.900775,-87.626574	
41.90078 ,-87.770463
41.900793,-87.775323	
41.900797,-87.625122	
41.900798,-87.625310	
41.900807,-87.624513	
41.90085 ,-87.766819
41.90086 ,-87.632843
41.900865,-87.724113	
41.900865,-87.724157	
41.90087 ,-87.624185
41.900876,-87.631359	
41.900877,-87.637339	
41.900885,-87.721677	
41.900885,-87.721765	
41.90089 ,-87.769254
41.900905,-87.719807	
41.900909,-87.770469	
41.90091 ,-87.772901
41.900911,-87.774113	
41.900915,-87.718129	
41.900918,-87.718022	
41.900938,-87.715689	
41.90094 ,-87.765609
41.900942,-87.631362	
41.900949,-87.755746	
41.90096 ,-87.627607
41.90096 ,-87.627607
41.900975,-87.753296	
41.900983,-87.769257	
41.900988,-87.752069	
41.900999,-87.768041	
41.901007,-87.752069	
41.901026,-87.645643	
41.90104 ,-87.774119
41.901073,-87.766828	
41.901073,-87.768044	
41.901074,-87.631364	
41.901074,-87.758217	
41.901074,-87.631364	
41.901081,-87.662939	
41.901092,-87.629905	
41.901098,-87.631367	
41.901125,-87.731182	
41.901126,-87.753298	
41.901132,-87.771691	
41.901133,-87.629905	
41.901133,-87.629905	
41.901133,-87.629905	
41.901139,-87.693251	
41.901142,-87.692773	
41.901142,-87.692799	
41.901151,-87.770478	
41.901166,-87.775334	
41.901166,-87.672328	
41.901171,-87.771694	
41.901181,-87.748394	
41.901187,-87.754521	
41.901188,-87.774122	
41.90119 ,-87.667434
41.901194,-87.627719	
41.9012  ,-87.753301
41.901207,-87.772913	
41.901217,-87.667434	
41.901219,-87.685569	
41.901219,-87.753301	
41.90122 ,-87.685646
41.901222,-87.685496	
41.901232,-87.752074	
41.901245,-87.764494	
41.901248,-87.755751	
41.901268,-87.752074	
41.90127 ,-87.761838
41.90127 ,-87.761838
41.901275,-87.761599	
41.901275,-87.761599	
41.901286,-87.755751	
41.901297,-87.731187	
41.9013  ,-87.754524
41.901306,-87.752077	
41.901308,-87.680786	
41.901315,-87.725042	
41.901324,-87.628331	
41.901325,-87.723822	
41.901326,-87.752077	
41.901332,-87.753304	
41.901345,-87.752077	
41.901356,-87.728726	
41.901389,-87.706744	
41.901394,-87.728725	
41.901394,-87.717735	
41.901409,-87.671113	
41.901413,-87.717734	
41.901429,-87.669889	
41.901431,-87.671113	
41.901431,-87.671113	
41.901439,-87.673103	
41.901441,-87.672916	
41.901445,-87.672685	
41.901446,-87.725044	
41.901451,-87.717734	
41.901463,-87.725044	
41.901464,-87.729959	
41.901502,-87.722608	
41.901506,-87.727497	
41.901512,-87.721392	
41.901529,-87.684541	
41.901537,-87.725047	
41.901545,-87.666215	
41.901547,-87.666174	
41.901547,-87.666174	
41.901548,-87.679656	
41.90155 ,-87.721395
41.901551,-87.718956	
41.90156 ,-87.763804
41.901568,-87.737360	
41.901568,-87.737286	
41.90157 ,-87.737183
41.901577,-87.720176	
41.90158 ,-87.664224
41.901583,-87.765633	
41.901589,-87.760876	
41.901592,-87.686991	
41.901612,-87.691920	
41.901624,-87.698099	
41.901628,-87.718959	
41.901631,-87.646371	
41.901646,-87.663826	
41.901647,-87.691920	
41.901656,-87.726273	
41.901656,-87.726273	
41.90166 ,-87.721398
41.901666,-87.748404	
