lat        ,lng          ,
41.737741  ,-87.734887   ,
41.707153  ,"-87.624337	",
41.727265  ,"-87.607022	",
41.754879  ,"-87.722171	",
41.710283  ,"-87.612626	",
41.807792  ,"-87.703963	",
41.815821  ,"-87.606690	",
41.885741  ,"-87.631712	",
41.903745  ,"-87.708051	",
41.880655  ,"-87.731686	",
41.880717  ,"-87.726309	",
41.94128   ,"-87.745267	",
41.97629   ,"-87.905227	",
41.736255  ,"-87.628160	",
41.872911  ,"-87.630629	",
41.902229  ,"-87.757601	",
41.864976  ,"-87.658820	",
41.862953  ,"-87.706180	",
41.782313  ,"-87.669139	",
41.796505  ,"-87.687776	",
41.751276  ,"-87.566227	",
41.845499  ,"-87.714817	",
41.878222  ,"-87.627288	",
41.722354  ,"-87.536058	",
41.996421  ,"-87.689840	",
41.926287  ,"-87.785548	",
41.891035  ,"-87.661561	",
41.789762  ,"-87.674181	",
41.861599  ,"-87.717720	",
41.871531  ,"-87.744927	",
41.943197  ,"-87.680087	",
41.885685  ,"-87.749626	",
41.737749  ,"-87.603636	",
41.892753  ,"-87.624194	",
41.892783  ,"-87.713792	",
41.72627   ,"-87.604572	",
41.779486  ,"-87.663427	",
41.795572  ,"-87.774590	",
42.019812  ,"-87.666209	",
41.800903  ,"-87.584531	",
41.724618  ,"-87.662762	",
41.844752  ,"-87.690705	",
41.811315  ,"-87.739969	",
41.778966  ,"-87.615598	",
41.733274  ,"-87.551336	",
41.792332  ,"-87.622401	",
41.768924  ,"-87.582853	",
41.920787  ,"-87.769523	",
41.87927   ,"-87.743394	",
41.778616  ,"-87.603957	",
41.876223  ,"-87.721839	",
41.737094  ,"-87.572998	",
41.884498  ,"-87.625839	",
42.007919  ,"-87.665351	",
41.983763  ,"-87.668818	",
41.777791  ,"-87.601609	",
41.868242  ,"-87.703936	",
41.694444  ,"-87.619013	",
41.760342  ,"-87.559071	",
41.797806  ,"-87.616058	",
41.782319  ,"-87.587874	",
41.910251  ,"-87.760582	",
41.71262   ,"-87.560970	",
41.880717  ,"-87.726309	",
41.880909  ,"-87.711766	",
41.909152  ,"-87.652675	",
41.869447  ,"-87.654807	",
41.954205  ,"-87.675066	",
41.877274  ,"-87.661874	",
41.782185  ,"-87.657118	",
42.018498  ,"-87.672983	",
41.745962  ,"-87.662111	",
41.744703  ,"-87.645085	",
41.958225  ,"-87.700816	",
41.880658  ,"-87.731264	",
41.654579  ,"-87.538680	",
41.968235  ,"-87.728572	",
41.811325  ,"-87.668692	",
41.740301  ,"-87.550254	",
41.74641   ,"-87.642703	",
41.777333  ,"-87.617262	",
41.880517  ,"-87.723223	",
41.685703  ,"-87.678876	",
41.935935  ,"-87.745500	",
41.779248  ,"-87.684085	",
41.881893  ,"-87.738538	",
41.77077   ,"-87.591113	",
41.791831  ,"-87.641446	",
41.793329  ,"-87.656065	",
41.857143  ,"-87.653186	",
41.779619  ,"-87.653841	",
41.741567  ,"-87.703105	",
41.788132  ,"-87.699440	",
41.728528  ,"-87.662150	",
41.849404  ,"-87.679008	",
41.985278  ,"-87.711381	",
41.700155  ,"-87.525760	",
41.911949  ,"-87.706215	",
41.819882  ,"-87.626360	",
41.677945  ,"-87.630166	",
41.780751  ,"-87.706270	",
41.930563  ,"-87.743532	",
41.879667  ,"-87.636963	",
41.729979  ,"-87.655599	",
41.714471  ,"-87.613975	",
41.767137  ,"-87.568923	",
41.75606   ,"-87.647126	",
41.808471  ,"-87.678600	",
41.949698  ,"-87.774213	",
41.892605  ,"-87.619840	",
41.927225  ,"-87.714616	",
41.899976  ,"-87.625995	",
41.749319  ,"-87.613242	",
41.987154  ,"-87.881455	",
41.890134  ,"-87.752979	",
41.707303  ,"-87.614502	",
41.770527  ,"-87.718562	",
41.735819  ,"-87.661173	",
41.728151  ,"-87.559051	",
41.866196  ,"-87.723429	",
41.909636  ,"-87.745301	",
41.770995  ,"-87.591118	",
41.875415  ,"-87.713901	",
41.759293  ,"-87.643042	",
41.895505  ,"-87.711742	",
41.874035  ,"-87.629203	",
41.762455  ,"-87.664971	",
41.788158  ,"-87.697819	",
41.952498  ,"-87.732441	",
41.909023  ,"-87.794924	",
41.862944  ,"-87.707145	",
41.883211  ,"-87.629907	",
41.880368  ,"-87.755414	",
41.744595  ,"-87.556252	",
41.756057  ,"-87.654929	",
41.967725  ,"-87.661178	",
41.867347  ,"-87.698368	",
41.768599  ,"-87.660637	",
41.863642  ,"-87.627331	",
41.93051   ,"-87.755219	",
41.748542  ,"-87.662587	",
41.691539  ,"-87.633907	",
41.778495  ,"-87.698248	",
41.810953  ,"-87.727368	",
41.878916  ,"-87.721986	",
41.782101  ,"-87.697131	",
41.851589  ,"-87.721534	",
41.971822  ,"-87.654068	",
42.000911  ,"-87.671576	",
41.817894  ,"-87.623065	",
41.905825  ,"-87.726398	",
41.868385  ,"-87.639230	",
41.793104  ,"-87.734640	",
41.910039  ,"-87.672559	",
41.683589  ,"-87.626462	",
41.894946  ,"-87.754875	",
41.888857  ,"-87.725898	",
41.749782  ,"-87.707799	",
41.82137   ,"-87.613176	",
41.735923  ,"-87.654064	",
41.87747   ,"-87.762483	",
41.722458  ,"-87.576211	",
41.86015   ,"-87.694486	",
41.905041  ,"-87.749420	",
41.812367  ,"-87.618236	",
41.789817  ,"-87.663246	",
41.867346  ,"-87.632166	",
41.851761  ,"-87.705603	",
41.864535  ,"-87.708918	",
41.910914  ,"-87.648578	",
41.677031  ,"-87.631040	",
41.935988  ,"-87.754750	",
41.771229  ,"-87.682106	",
41.736537  ,"-87.554180	",
41.985422  ,"-87.829757	",
41.791885  ,"-87.646308	",
41.928011  ,"-87.735151	",
41.903077  ,"-87.683673	",
41.895003  ,"-87.621528	",
41.7353    ,"-87.695794	",
41.888702  ,"-87.647571	",
41.727814  ,"-87.661612	",
41.905321  ,"-87.690777	",
41.765425  ,"-87.630473	",
41.897748  ,"-87.733546	",
41.879914  ,"-87.761811	",
41.778939  ,"-87.664206	",
41.803897  ,"-87.596731	",
41.721039  ,"-87.617752	",
41.783082  ,"-87.715524	",
41.877806  ,"-87.739527	",
41.90936   ,"-87.687195	",
41.670002  ,"-87.640446	",
41.921012  ,"-87.748680	",
41.980639  ,"-87.655103	",
41.794214  ,"-87.629843	",
41.90762   ,"-87.761186	",
41.983031  ,"-87.882404	",
41.691432  ,"-87.673853	",
41.805166  ,"-87.604280	",
41.88583   ,"-87.701340	",
41.951097  ,"-87.668970	",
41.752879  ,"-87.561407	",
41.693127  ,"-87.635160	",
41.891309  ,"-87.614360	",
41.680264  ,"-87.661444	",
41.765874  ,"-87.576295	",
41.911866  ,"-87.636687	",
41.928425  ,"-87.777089	",
41.881089  ,"-87.720764	",
41.901628  ,"-87.718959	",
41.970748  ,"-87.695629	",
41.766432  ,"-87.643200	",
41.818585  ,"-87.694525	",
41.968934  ,"-87.781951	",
41.770612  ,"-87.647407	",
41.871732  ,"-87.718449	",
41.904627  ,"-87.710301	",
41.884791  ,"-87.624469	",
41.965575  ,"-87.709520	",
41.857729  ,"-87.635971	",
41.78655   ,"-87.680249	",
41.753773  ,"-87.647763	",
41.786122  ,"-87.660739	",
41.95608   ,"-87.716657	",
41.970741  ,"-87.733034	",
41.783829  ,"-87.587611	",
41.774873  ,"-87.661652	",
41.929471  ,"-87.764842	",
41.807096  ,"-87.729682	",
41.80692   ,"-87.613859	",
41.945916  ,"-87.653074	",
41.734997  ,"-87.559672	",
41.771113  ,"-87.722567	",
41.809347  ,"-87.618919	",
41.877921  ,"-87.754977	",
41.750349  ,"-87.612483	",
41.843891  ,"-87.717218	",
41.780111  ,"-87.615618	",
41.908915  ,"-87.722846	",
41.883205  ,"-87.635706	",
41.881032  ,"-87.641168	",
41.74444   ,"-87.663289	",
41.74262   ,"-87.663242	",
41.785019  ,"-87.609704	",
41.893689  ,"-87.762085	",
41.953998  ,"-87.689362	",
41.763008  ,"-87.671358	",
41.890613  ,"-87.714951	",
41.927832  ,"-87.783150	",
41.936292  ,"-87.731810	",
41.871644  ,"-87.724082	",
41.774991  ,"-87.665361	",
41.793936  ,"-87.625680	",
41.737094  ,"-87.572998	",
41.794971  ,"-87.645175	",
41.812716  ,"-87.704157	",
41.880483  ,"-87.627734	",
41.872005  ,"-87.744933	",
42.017949  ,"-87.683433	",
41.757209  ,"-87.563437	",
41.69257   ,"-87.624398	",
41.997597  ,"-87.697513	",
41.910109  ,"-87.707588	",
41.916438  ,"-87.708640	",
41.795699  ,"-87.633032	",
41.758215  ,"-87.624119	",
41.79783   ,"-87.646035	",
41.983872  ,"-87.653222	",
41.886055  ,"-87.670721	",
41.796011  ,"-87.703628	",
41.879435  ,"-87.750498	",
41.889055  ,"-87.641999	",
41.807107  ,"-87.616531	",
41.751928  ,"-87.644077	",
41.715257  ,"-87.532860	",
41.709639  ,"-87.640479	",
41.874132  ,"-87.701022	",
41.960643  ,"-87.753391	",
41.747162  ,"-87.633351	",
41.882881  ,"-87.698023	",
41.787354  ,"-87.644978	",
41.893282  ,"-87.627596	",
41.939433  ,"-87.732049	",
41.752307  ,"-87.619798	",
41.922252  ,"-87.659572	",
41.751483  ,"-87.671956	",
41.881017  ,"-87.632340	",
41.732772  ,"-87.604729	",
41.806649  ,"-87.611390	",
41.724084  ,"-87.644499	",
41.939532  ,"-87.681756	",
41.796268  ,"-87.707307	",
41.71717   ,"-87.534078	",
41.765987  ,"-87.666276	",
41.700349  ,"-87.530452	",
41.93862   ,"-87.656493	",
41.773732  ,"-87.651916	",
41.808981  ,"-87.606551	",
41.897895  ,"-87.624097	",
41.926263  ,"-87.778232	",
41.900528  ,"-87.644046	",
41.896548  ,"-87.670972	",
41.780595  ,"-87.663034	",
41.866148  ,"-87.686026	",
41.89493   ,"-87.625158	",
41.80122   ,"-87.622629	",
41.905904  ,"-87.640859	",
41.909235  ,"-87.652744	",
41.885872  ,"-87.632452	",
41.745241  ,"-87.611129	",
41.895527  ,"-87.639314	",
41.770659  ,"-87.609356	",
41.753434  ,"-87.655422	",
41.701022  ,"-87.606263	",
41.763498  ,"-87.607955	",
41.891087  ,"-87.634055	",
41.850137  ,"-87.691205	",
41.703967  ,"-87.537702	",
41.689113  ,"-87.612661	",
41.719118  ,"-87.532867	",
41.948465  ,"-87.705964	",
41.702184  ,"-87.628148	",
41.868034  ,"-87.639215	",
41.895762  ,"-87.755624	",
41.72759   ,"-87.585024	",
41.851993  ,"-87.688889	",
41.877933  ,"-87.703580	",
41.707536  ,"-87.555013	",
41.880076  ,"-87.639628	",
41.79673   ,"-87.755814	",
41.903318  ,"-87.669190	",
41.798592  ,"-87.663492	",
41.8835    ,"-87.627877	",
41.885414  ,"-87.705031	",
41.7646    ,"-87.563088	",
41.98194   ,"-87.691828	",
41.752582  ,"-87.583333	",
41.748929  ,"-87.601479	",
41.836086  ,"-87.611668	",
41.882881  ,"-87.698023	",
41.702736  ,"-87.535758	",
41.726593  ,"-87.606275	",
41.816785  ,"-87.608517	",
41.994568  ,"-87.659057	",
41.932812  ,"-87.644291	",
41.732344  ,"-87.580466	",
41.876932  ,"-87.738227	",
41.879748  ,"-87.726649	",
41.877435  ,"-87.745166	",
41.876712  ,"-87.750820	",
41.809684  ,"-87.674817	",
41.940633  ,"-87.651230	",
41.729342  ,"-87.642212	",
42.014419  ,"-87.692587	",
41.854064  ,"-87.671957	",
41.721224  ,"-87.662014	",
41.763264  ,"-87.596998	",
41.884439  ,"-87.640602	",
41.920639  ,"-87.635647	",
41.845599  ,"-87.703835	",
41.961002  ,"-87.754796	",
41.768834  ,"-87.731042	",
41.802084  ,"-87.684251	",
41.947178  ,"-87.657215	",
41.773333  ,"-87.683481	",
41.888289  ,"-87.623949	",
41.754593  ,"-87.741529	",
41.803383  ,"-87.591870	",
41.887674  ,"-87.763288	",
41.774606  ,"-87.700585	",
41.917875  ,"-87.706983	",
41.851804  ,"-87.685635	",
41.963071  ,"-87.655984	",
41.917156  ,"-87.727430	",
41.836601  ,"-87.616770	",
41.894946  ,"-87.754875	",
41.681178  ,"-87.625215	",
41.806292  ,"-87.668554	",
41.862218  ,"-87.639087	",
41.884668  ,"-87.724623	",
41.949967  ,"-87.658744	",
41.67736   ,"-87.641894	",
41.70036   ,"-87.623327	",
41.781487  ,"-87.736277	",
41.658724  ,"-87.599138	",
41.789811  ,"-87.666905	",
41.750353  ,"-87.663590	",
41.867293  ,"-87.711604	",
41.769453  ,"-87.608764	",
41.878489  ,"-87.723150	",
41.859747  ,"-87.630271	",
41.845382  ,"-87.617663	",
41.741048  ,"-87.587945	",
41.817961  ,"-87.633597	",
41.872743  ,"-87.726311	",
41.840108  ,"-87.711012	",
41.920358  ,"-87.663157	",
41.812957  ,"-87.706092	",
41.976763  ,"-87.836614	",
41.766341  ,"-87.584354	",
41.830697  ,"-87.614477	",
41.809693  ,"-87.592139	",
41.936046  ,"-87.750545	",
41.878639  ,"-87.627691	",
41.897895  ,"-87.624097	",
41.873936  ,"-87.755538	",
41.894828  ,"-87.767092	",
41.75493   ,"-87.552158	",
41.895896  ,"-87.677913	",
41.978288  ,"-87.809835	",
41.956633  ,"-87.709288	",
41.829451  ,"-87.606940	",
41.876166  ,"-87.726503	",
41.778877  ,"-87.708840	",
41.918647  ,"-87.646133	",
41.683288  ,"-87.642292	",
41.688586  ,"-87.615684	",
41.965351  ,"-87.660593	",
42.022535  ,"-87.673435	",
41.953959  ,"-87.701505	",
41.691689  ,"-87.622233	",
41.740833  ,"-87.658336	",
41.778037  ,"-87.762552	",
41.921163  ,"-87.736450	",
41.876197  ,"-87.724083	",
41.781203  ,"-87.615650	",
41.951019  ,"-87.710387	",
41.774946  ,"-87.586321	",
41.781619  ,"-87.708846	",
41.787605  ,"-87.693630	",
41.689795  ,"-87.682833	",
41.894356  ,"-87.721156	",
41.954759  ,"-87.698262	",
41.979739  ,"-87.692711	",
41.762869  ,"-87.601390	",
41.937084  ,"-87.720552	",
41.876106  ,"-87.684986	",
41.858902  ,"-87.721828	",
41.837495  ,"-87.637740	",
41.935274  ,"-87.791940	",
41.807445  ,"-87.721103	",
41.707095  ,"-87.628834	",
41.92188   ,"-87.644393	",
41.68482   ,"-87.647009	",
41.885518  ,"-87.726921	",
41.904551  ,"-87.736197	",
41.864218  ,"-87.702173	",
41.752548  ,"-87.611329	",
41.766325  ,"-87.654150	",
41.911367  ,"-87.626402	",
41.778768  ,"-87.655694	",
41.87475   ,"-87.762970	",
41.893223  ,"-87.742080	",
41.906228  ,"-87.730513	",
41.776902  ,"-87.648356	",
41.76856   ,"-87.663251	",
41.960393  ,"-87.690011	",
41.94964   ,"-87.713238	",
41.810968  ,"-87.616634	",
41.927999  ,"-87.673208	",
41.807134  ,"-87.745590	",
